consumption_by_source,residential_total_final_consumption,year,Units,commercial_and_public_services_total_final,iso_alpha_3
electricity,,2012, TJ,,ARM
natural_gas,20621.0,2012, TJ,1707.0,ARM
oil_products,,2012, TJ,,ARM
solid_biomass,,2012, TJ,,ARM
Heat,,2012, TJ,,AUS
coal,66.0,2012, TJ,306.0,AUS
electricity,221299.0,2012, TJ,219495.0,AUS
electricity,221299.0,2012, TJ,409.0,AUS
electricity,11972.0,2012, TJ,219495.0,AUS
electricity,11972.0,2012, TJ,409.0,AUS
natural_gas,135720.0,2012, TJ,45626.0,AUS
oil_products,15723.0,2012, TJ,30106.0,AUS
solid_biomass,52805.0,2012, TJ,1216.0,AUS
Heat,27395.0,2012, TJ,30862.0,AUT
coal,1761.0,2012, TJ,2.0,AUT
electricity,63148.0,2012, TJ,43855.0,AUT
electricity,63148.0,2012, TJ,2923.0,AUT
electricity,4517.0,2012, TJ,43855.0,AUT
electricity,4517.0,2012, TJ,2923.0,AUT
natural_gas,59220.0,2012, TJ,16791.0,AUT
oil_products,43804.0,2012, TJ,6666.0,AUT
solid_biomass,75834.0,2012, TJ,1898.0,AUT
Heat,2436.0,2012, TJ,1116.0,AZE
electricity,23403.0,2012, TJ,16037.0,AZE
natural_gas,83989.0,2012, TJ,5663.0,AZE
oil_products,2396.0,2012, TJ,392.0,AZE
solid_biomass,3260.0,2012, TJ,786.0,AZE
electricity,48095.0,2012, TJ,9586.0,BGD
natural_gas,87497.0,2012, TJ,8417.0,BGD
oil_products,17928.0,2012, TJ,,BGD
solid_biomass,349952.0,2012, TJ,,BGD
Heat,601.0,2012, TJ,1649.0,BEL
coal,4024.0,2012, TJ,,BEL
electricity,70954.0,2012, TJ,78620.0,BEL
electricity,70954.0,2012, TJ,35.0,BEL
electricity,572.0,2012, TJ,78620.0,BEL
electricity,572.0,2012, TJ,35.0,BEL
natural_gas,144783.0,2012, TJ,76430.0,BEL
oil_products,109865.0,2012, TJ,34891.0,BEL
solid_biomass,23622.0,2012, TJ,1562.0,BEL
electricity,1346.0,2012, TJ,1278.0,BEN
oil_products,8046.0,2012, TJ,228.0,BEN
solid_biomass,51830.0,2012, TJ,10390.0,BEN
electricity,8809.0,2012, TJ,5349.0,BOL
natural_gas,2714.0,2012, TJ,1446.0,BOL
oil_products,18196.0,2012, TJ,535.0,BOL
solid_biomass,4588.0,2012, TJ,,BOL
Heat,4142.0,2012, TJ,,BIH
coal,4184.0,2012, TJ,,BIH
electricity,16556.0,2012, TJ,,BIH
natural_gas,1635.0,2012, TJ,,BIH
oil_products,,2012, TJ,,BIH
solid_biomass,7368.0,2012, TJ,,BIH
coal,,2012, TJ,47.0,BWA
electricity,3164.0,2012, TJ,2390.0,BWA
electricity,3164.0,2012, TJ,,BWA
electricity,,2012, TJ,2390.0,BWA
electricity,,2012, TJ,,BWA
oil_products,1531.0,2012, TJ,740.0,BWA
solid_biomass,24202.0,2012, TJ,,BWA
electricity,423525.0,2012, TJ,430614.0,BRA
electricity,423525.0,2012, TJ,2511.0,BRA
electricity,14740.0,2012, TJ,430614.0,BRA
electricity,14740.0,2012, TJ,2511.0,BRA
natural_gas,12372.0,2012, TJ,9939.0,BRA
oil_products,267626.0,2012, TJ,30883.0,BRA
solid_biomass,291001.0,2012, TJ,7806.0,BRA
electricity,4816.0,2012, TJ,5965.0,BRN
natural_gas,973.0,2012, TJ,,BRN
oil_products,709.0,2012, TJ,,BRN
Heat,14401.0,2012, TJ,4584.0,BGR
coal,9675.0,2012, TJ,150.0,BGR
electricity,39016.0,2012, TJ,29412.0,BGR
electricity,39016.0,2012, TJ,1700.0,BGR
electricity,345.0,2012, TJ,29412.0,BGR
electricity,345.0,2012, TJ,1700.0,BGR
natural_gas,2237.0,2012, TJ,3419.0,BGR
oil_products,1054.0,2012, TJ,1495.0,BGR
solid_biomass,31767.0,2012, TJ,2057.0,BGR
electricity,3895.0,2012, TJ,4604.0,KHM
oil_products,601.0,2012, TJ,2519.0,KHM
solid_biomass,85797.0,2012, TJ,,KHM
electricity,3895.0,2012, TJ,4057.0,CMR
oil_products,6052.0,2012, TJ,283.0,CMR
solid_biomass,167869.0,2012, TJ,26097.0,CMR
Heat,,2012, TJ,9.0,CAN
coal,644.0,2012, TJ,,CAN
electricity,589309.0,2012, TJ,462657.0,CAN
natural_gas,569026.0,2012, TJ,419503.0,CAN
oil_products,99899.0,2012, TJ,71131.0,CAN
solid_biomass,93276.0,2012, TJ,638.0,CAN
coal,356.0,2012, TJ,397.0,CHL
electricity,36547.0,2012, TJ,33505.0,CHL
natural_gas,16393.0,2012, TJ,5109.0,CHL
oil_products,41493.0,2012, TJ,20903.0,CHL
solid_biomass,154921.0,2012, TJ,2.0,CHL
Heat,776074.0,2012, TJ,71192.0,CHN
coal,2100070.0,2012, TJ,817777.0,CHN
electricity,2238825.0,2012, TJ,879339.0,CHN
electricity,2238825.0,2012, TJ,106132.0,CHN
electricity,637009.0,2012, TJ,879339.0,CHN
electricity,637009.0,2012, TJ,106132.0,CHN
natural_gas,1010052.0,2012, TJ,310196.0,CHN
oil_products,1038535.0,2012, TJ,639037.0,CHN
solid_biomass,4257922.0,2012, TJ,,CHN
Heat,,2012, TJ,,TWN
electricity,4630.0,2012, TJ,143.0,TWN
electricity,4630.0,2012, TJ,99309.0,TWN
electricity,155635.0,2012, TJ,143.0,TWN
electricity,155635.0,2012, TJ,99309.0,TWN
natural_gas,32995.0,2012, TJ,15213.0,TWN
oil_products,52908.0,2012, TJ,37102.0,TWN
solid_biomass,,2012, TJ,11833.0,TWN
coal,3163.0,2012, TJ,,COL
electricity,74948.0,2012, TJ,43776.0,COL
natural_gas,37927.0,2012, TJ,14178.0,COL
oil_products,18452.0,2012, TJ,10799.0,COL
solid_biomass,73495.0,2012, TJ,331.0,COL
electricity,1519.0,2012, TJ,,COD
oil_products,1031.0,2012, TJ,175.0,COD
solid_biomass,46381.0,2012, TJ,646.0,COD
electricity,12506.0,2012, TJ,11754.0,CRI
oil_products,2168.0,2012, TJ,1355.0,CRI
solid_biomass,6922.0,2012, TJ,969.0,CRI
electricity,7059.0,2012, TJ,4413.0,CIV
oil_products,5516.0,2012, TJ,3033.0,CIV
solid_biomass,189888.0,2012, TJ,22073.0,CIV
Heat,5767.0,2012, TJ,2909.0,HRV
coal,221.0,2012, TJ,116.0,HRV
electricity,23349.0,2012, TJ,19572.0,HRV
electricity,23349.0,2012, TJ,380.0,HRV
electricity,209.0,2012, TJ,19572.0,HRV
electricity,209.0,2012, TJ,380.0,HRV
natural_gas,21426.0,2012, TJ,5507.0,HRV
oil_products,7232.0,2012, TJ,3098.0,HRV
solid_biomass,48412.0,2012, TJ,159.0,HRV
electricity,26362.0,2012, TJ,9820.0,CUB
natural_gas,2197.0,2012, TJ,,CUB
oil_products,7424.0,2012, TJ,95.0,CUB
solid_biomass,9871.0,2012, TJ,996.0,CUB
electricity,1015.0,2012, TJ,759.0,CUW
oil_products,2128.0,2012, TJ,,CUW
electricity,6022.0,2012, TJ,7201.0,CYP
electricity,6022.0,2012, TJ,405.0,CYP
electricity,2294.0,2012, TJ,7201.0,CYP
electricity,2294.0,2012, TJ,405.0,CYP
oil_products,5751.0,2012, TJ,1511.0,CYP
solid_biomass,522.0,2012, TJ,275.0,CYP
Heat,48986.0,2012, TJ,20867.0,CZE
coal,39264.0,2012, TJ,1350.0,CZE
electricity,52491.0,2012, TJ,52088.0,CZE
electricity,52491.0,2012, TJ,112.0,CZE
electricity,413.0,2012, TJ,52088.0,CZE
electricity,413.0,2012, TJ,112.0,CZE
natural_gas,84713.0,2012, TJ,48117.0,CZE
oil_products,1931.0,2012, TJ,1101.0,CZE
solid_biomass,67857.0,2012, TJ,3340.0,CZE
electricity,8982.0,2012, TJ,4395.0,COD
oil_products,394.0,2012, TJ,,COD
solid_biomass,510865.0,2012, TJ,,COD
Heat,69049.0,2012, TJ,32078.0,DNK
coal,18.0,2012, TJ,,DNK
electricity,35960.0,2012, TJ,37731.0,DNK
electricity,35960.0,2012, TJ,80.0,DNK
electricity,454.0,2012, TJ,37731.0,DNK
electricity,454.0,2012, TJ,80.0,DNK
natural_gas,27208.0,2012, TJ,8307.0,DNK
oil_products,14151.0,2012, TJ,2864.0,DNK
solid_biomass,34843.0,2012, TJ,1768.0,DNK
electricity,18284.0,2012, TJ,11775.0,DOM
electricity,18284.0,2012, TJ,11.0,DOM
electricity,230.0,2012, TJ,11775.0,DOM
electricity,230.0,2012, TJ,11.0,DOM
oil_products,16759.0,2012, TJ,2994.0,DOM
solid_biomass,20082.0,2012, TJ,63.0,DOM
electricity,20264.0,2012, TJ,18179.0,ECU
electricity,20264.0,2012, TJ,101.0,ECU
natural_gas,,2012, TJ,,ECU
oil_products,35758.0,2012, TJ,15823.0,ECU
solid_biomass,10483.0,2012, TJ,,ECU
coal,427.0,2012, TJ,,EGY
electricity,215125.0,2012, TJ,121957.0,EGY
natural_gas,47906.0,2012, TJ,,EGY
oil_products,199653.0,2012, TJ,,EGY
solid_biomass,63903.0,2012, TJ,,EGY
electricity,6238.0,2012, TJ,5792.0,SLV
oil_products,7426.0,2012, TJ,2007.0,SLV
solid_biomass,13653.0,2012, TJ,442.0,SLV
electricity,540.0,2012, TJ,579.0,GNQ
oil_products,893.0,2012, TJ,993.0,GNQ
solid_biomass,4130.0,2012, TJ,,GNQ
electricity,468.0,2012, TJ,277.0,ERI
oil_products,630.0,2012, TJ,211.0,ERI
solid_biomass,16947.0,2012, TJ,780.0,ERI
Heat,14231.0,2012, TJ,4740.0,EST
coal,412.0,2012, TJ,84.0,EST
electricity,7041.0,2012, TJ,9129.0,EST
natural_gas,2316.0,2012, TJ,1459.0,EST
oil_products,351.0,2012, TJ,1831.0,EST
solid_biomass,16297.0,2012, TJ,499.0,EST
coal,585.0,2012, TJ,,SWZ
electricity,1112.0,2012, TJ,334.0,SWZ
oil_products,87.0,2012, TJ,236.0,SWZ
solid_biomass,12109.0,2012, TJ,,SWZ
electricity,6623.0,2012, TJ,4294.0,ETH
oil_products,12018.0,2012, TJ,1602.0,ETH
solid_biomass,1105874.0,2012, TJ,10051.0,ETH
Heat,69522.0,2012, TJ,44442.0,FIN
coal,235.0,2012, TJ,105.0,FIN
electricity,80575.0,2012, TJ,64285.0,FIN
electricity,47.0,2012, TJ,64285.0,FIN
natural_gas,1395.0,2012, TJ,1404.0,FIN
oil_products,20642.0,2012, TJ,12319.0,FIN
solid_biomass,55969.0,2012, TJ,4327.0,FIN
Heat,49382.0,2012, TJ,27441.0,FRA
coal,1889.0,2012, TJ,2161.0,FRA
electricity,576317.0,2012, TJ,518080.0,FRA
electricity,576317.0,2012, TJ,1108.0,FRA
electricity,5231.0,2012, TJ,518080.0,FRA
electricity,5231.0,2012, TJ,1108.0,FRA
natural_gas,588483.0,2012, TJ,249403.0,FRA
oil_products,270067.0,2012, TJ,119562.0,FRA
solid_biomass,288300.0,2012, TJ,14889.0,FRA
electricity,3038.0,2012, TJ,882.0,GAB
oil_products,2743.0,2012, TJ,1645.0,GAB
solid_biomass,44379.0,2012, TJ,,GAB
Heat,32.0,2012, TJ,,GEO
coal,299.0,2012, TJ,528.0,GEO
electricity,12142.0,2012, TJ,4035.0,GEO
electricity,12142.0,2012, TJ,169.0,GEO
electricity,212.0,2012, TJ,4035.0,GEO
electricity,212.0,2012, TJ,169.0,GEO
natural_gas,19222.0,2012, TJ,1822.0,GEO
oil_products,1242.0,2012, TJ,92.0,GEO
solid_biomass,10753.0,2012, TJ,1639.0,GEO
Heat,141351.0,2012, TJ,99461.0,DEU
coal,31101.0,2012, TJ,4315.0,DEU
electricity,493199.0,2012, TJ,501155.0,DEU
electricity,493199.0,2012, TJ,3071.0,DEU
electricity,23596.0,2012, TJ,501155.0,DEU
electricity,23596.0,2012, TJ,3071.0,DEU
natural_gas,905134.0,2012, TJ,347107.0,DEU
oil_products,541956.0,2012, TJ,306363.0,DEU
solid_biomass,312083.0,2012, TJ,76872.0,DEU
electricity,10148.0,2012, TJ,6904.0,GHA
oil_products,10936.0,2012, TJ,1401.0,GHA
solid_biomass,82923.0,2012, TJ,2476.0,GHA
electricity,,2012, TJ,57.0,GIB
Heat,1886.0,2012, TJ,2.0,GRC
coal,16.0,2012, TJ,,GRC
electricity,68608.0,2012, TJ,66491.0,GRC
electricity,68608.0,2012, TJ,623.0,GRC
electricity,9769.0,2012, TJ,66491.0,GRC
electricity,9769.0,2012, TJ,623.0,GRC
natural_gas,12992.0,2012, TJ,5777.0,GRC
oil_products,80142.0,2012, TJ,7131.0,GRC
solid_biomass,39944.0,2012, TJ,1228.0,GRC
electricity,10457.0,2012, TJ,7041.0,GTM
oil_products,11523.0,2012, TJ,371.0,GTM
solid_biomass,226452.0,2012, TJ,6466.0,GTM
electricity,2376.0,2012, TJ,410.0,HTI
oil_products,2710.0,2012, TJ,47.0,HTI
solid_biomass,97300.0,2012, TJ,1847.0,HTI
electricity,7898.0,2012, TJ,6271.0,HND
oil_products,2459.0,2012, TJ,1651.0,HND
solid_biomass,74038.0,2012, TJ,,HND
electricity,41191.0,2012, TJ,102448.0,HKG
natural_gas,13925.0,2012, TJ,10399.0,HKG
oil_products,306.0,2012, TJ,3831.0,HKG
solid_biomass,,2012, TJ,153.0,HKG
Heat,22496.0,2012, TJ,6090.0,HUN
coal,6368.0,2012, TJ,35.0,HUN
electricity,38231.0,2012, TJ,28141.0,HUN
electricity,38231.0,2012, TJ,3446.0,HUN
electricity,344.0,2012, TJ,28141.0,HUN
electricity,344.0,2012, TJ,3446.0,HUN
natural_gas,113211.0,2012, TJ,58075.0,HUN
oil_products,3220.0,2012, TJ,1185.0,HUN
solid_biomass,83000.0,2012, TJ,1564.0,HUN
Heat,13378.0,2012, TJ,11122.0,ISL
electricity,3067.0,2012, TJ,3733.0,ISL
electricity,3067.0,2012, TJ,275.0,ISL
electricity,556.0,2012, TJ,3733.0,ISL
electricity,556.0,2012, TJ,275.0,ISL
oil_products,88.0,2012, TJ,88.0,ISL
coal,116257.0,2012, TJ,153524.0,IND
electricity,667584.0,2012, TJ,268319.0,IND
electricity,667584.0,2012, TJ,1756.0,IND
electricity,15616.0,2012, TJ,268319.0,IND
electricity,15616.0,2012, TJ,1756.0,IND
natural_gas,32735.0,2012, TJ,50746.0,IND
oil_products,963654.0,2012, TJ,56874.0,IND
solid_biomass,4222187.0,2012, TJ,89171.0,IND
coal,,2012, TJ,,IDN
electricity,251010.0,2012, TJ,150055.0,IDN
electricity,251010.0,2012, TJ,,IDN
natural_gas,772.0,2012, TJ,9361.0,IDN
oil_products,270310.0,2012, TJ,48798.0,IDN
solid_biomass,344755.0,2012, TJ,8362.0,IDN
coal,361.0,2012, TJ,,IRN
electricity,220863.0,2012, TJ,109472.0,IRN
natural_gas,1421456.0,2012, TJ,210291.0,IRN
oil_products,230542.0,2012, TJ,83318.0,IRN
solid_biomass,10539.0,2012, TJ,10392.0,IRN
electricity,74451.0,2012, TJ,26139.0,IRQ
oil_products,178346.0,2012, TJ,,IRQ
coal,18390.0,2012, TJ,26.0,IRL
electricity,29233.0,2012, TJ,35884.0,IRL
electricity,29233.0,2012, TJ,6.0,IRL
electricity,385.0,2012, TJ,35884.0,IRL
electricity,385.0,2012, TJ,6.0,IRL
natural_gas,25090.0,2012, TJ,14177.0,IRL
oil_products,51247.0,2012, TJ,8552.0,IRL
solid_biomass,1154.0,2012, TJ,964.0,IRL
electricity,62078.0,2012, TJ,65347.0,ISR
electricity,12823.0,2012, TJ,65347.0,ISR
oil_products,41129.0,2012, TJ,,ISR
solid_biomass,183.0,2012, TJ,,ISR
Heat,29069.0,2012, TJ,4395.0,ITA
coal,101.0,2012, TJ,,ITA
electricity,250045.0,2012, TJ,325004.0,ITA
electricity,250045.0,2012, TJ,4525.0,ITA
electricity,4875.0,2012, TJ,325004.0,ITA
electricity,4875.0,2012, TJ,4525.0,ITA
natural_gas,758503.0,2012, TJ,304649.0,ITA
oil_products,117606.0,2012, TJ,26485.0,ITA
solid_biomass,277893.0,2012, TJ,1919.0,ITA
electricity,3661.0,2012, TJ,3805.0,JAM
natural_gas,,2012, TJ,,JAM
oil_products,2259.0,2012, TJ,2485.0,JAM
solid_biomass,2495.0,2012, TJ,1987.0,JAM
Heat,1203.0,2012, TJ,21267.0,JPN
coal,,2012, TJ,7690.0,JPN
electricity,1039459.0,2012, TJ,1160259.0,JPN
electricity,1039459.0,2012, TJ,2911.0,JPN
electricity,16024.0,2012, TJ,1160259.0,JPN
electricity,16024.0,2012, TJ,2911.0,JPN
natural_gas,383902.0,2012, TJ,349483.0,JPN
oil_products,589210.0,2012, TJ,491151.0,JPN
solid_biomass,362.0,2012, TJ,58610.0,JPN
electricity,22053.0,2012, TJ,10112.0,JOR
electricity,22053.0,2012, TJ,1047.0,JOR
electricity,4815.0,2012, TJ,10112.0,JOR
electricity,4815.0,2012, TJ,1047.0,JOR
oil_products,23240.0,2012, TJ,4553.0,JOR
solid_biomass,84.0,2012, TJ,,JOR
Heat,105718.0,2012, TJ,36089.0,KAZ
coal,65451.0,2012, TJ,28406.0,KAZ
electricity,36504.0,2012, TJ,18511.0,KAZ
natural_gas,35077.0,2012, TJ,16998.0,KAZ
oil_products,60828.0,2012, TJ,3336.0,KAZ
solid_biomass,1989.0,2012, TJ,,KAZ
electricity,7365.0,2012, TJ,3326.0,KEN
oil_products,15636.0,2012, TJ,4679.0,KEN
solid_biomass,374398.0,2012, TJ,,KEN
Heat,78864.0,2012, TJ,10945.0,KOR
coal,18431.0,2012, TJ,6758.0,KOR
electricity,877.0,2012, TJ,2564.0,KOR
electricity,877.0,2012, TJ,549165.0,KOR
electricity,230014.0,2012, TJ,2564.0,KOR
electricity,230014.0,2012, TJ,549165.0,KOR
natural_gas,382257.0,2012, TJ,136325.0,KOR
oil_products,121529.0,2012, TJ,114140.0,KOR
solid_biomass,2900.0,2012, TJ,31124.0,KOR
Heat,94.0,2012, TJ,49.0,XKX
coal,678.0,2012, TJ,109.0,XKX
electricity,8798.0,2012, TJ,2505.0,XKX
electricity,8798.0,2012, TJ,7.0,XKX
electricity,3.0,2012, TJ,2505.0,XKX
electricity,3.0,2012, TJ,7.0,XKX
oil_products,762.0,2012, TJ,1968.0,XKX
solid_biomass,9515.0,2012, TJ,281.0,XKX
electricity,92901.0,2012, TJ,13546.0,KWT
oil_products,10096.0,2012, TJ,,KWT
Heat,7821.0,2012, TJ,1871.0,KGZ
coal,,2012, TJ,,KGZ
electricity,18788.0,2012, TJ,7639.0,KGZ
natural_gas,3673.0,2012, TJ,,KGZ
oil_products,966.0,2012, TJ,,KGZ
solid_biomass,,2012, TJ,,KGZ
electricity,4175.0,2012, TJ,3574.0,LAO
oil_products,49.0,2012, TJ,98.0,LAO
solid_biomass,47164.0,2012, TJ,10796.0,LAO
Heat,16116.0,2012, TJ,5745.0,LVA
coal,576.0,2012, TJ,423.0,LVA
electricity,6393.0,2012, TJ,10072.0,LVA
natural_gas,4472.0,2012, TJ,4102.0,LVA
oil_products,2248.0,2012, TJ,1797.0,LVA
solid_biomass,27823.0,2012, TJ,3962.0,LVA
electricity,18907.0,2012, TJ,8308.0,LBN
electricity,18907.0,2012, TJ,500.0,LBN
electricity,1032.0,2012, TJ,8308.0,LBN
electricity,1032.0,2012, TJ,500.0,LBN
oil_products,11115.0,2012, TJ,,LBN
solid_biomass,4733.0,2012, TJ,,LBN
electricity,21096.0,2012, TJ,24494.0,LBY
oil_products,30940.0,2012, TJ,,LBY
solid_biomass,9949.0,2012, TJ,,LBY
Heat,7821.0,2012, TJ,4395.0,LIE
coal,126.0,2012, TJ,7690.0,LIE
electricity,5849157.0,2012, TJ,3517.0,LIE
electricity,5849157.0,2012, TJ,116074.0,LIE
electricity,130786.0,2012, TJ,3517.0,LIE
electricity,130786.0,2012, TJ,116074.0,LIE
natural_gas,3673.0,2012, TJ,304649.0,LIE
oil_products,1034177.0,2012, TJ,4877.0,LIE
solid_biomass,968554.0,2012, TJ,1987.0,LIE
Heat,20411.0,2012, TJ,8355.0,LTU
coal,2732.0,2012, TJ,1716.0,LTU
electricity,9511.0,2012, TJ,11210.0,LTU
natural_gas,5669.0,2012, TJ,2648.0,LTU
oil_products,2443.0,2012, TJ,127.0,LTU
solid_biomass,23467.0,2012, TJ,1481.0,LTU
Heat,,2012, TJ,2427.0,LUX
coal,18.0,2012, TJ,,LUX
electricity,3299.0,2012, TJ,7006.0,LUX
electricity,57.0,2012, TJ,7006.0,LUX
natural_gas,8365.0,2012, TJ,4514.0,LUX
oil_products,8052.0,2012, TJ,2081.0,LUX
solid_biomass,724.0,2012, TJ,39.0,LUX
electricity,1749.0,2012, TJ,259.0,MDG
oil_products,1916.0,2012, TJ,,MDG
solid_biomass,95044.0,2012, TJ,45723.0,MDG
electricity,89009.0,2012, TJ,139212.0,MYS
natural_gas,42.0,2012, TJ,920.0,MYS
oil_products,29939.0,2012, TJ,36722.0,MYS
solid_biomass,4396.0,2012, TJ,,MYS
Heat,,2012, TJ,8.0,MLT
electricity,2210.0,2012, TJ,3196.0,MLT
electricity,173.0,2012, TJ,3196.0,MLT
oil_products,598.0,2012, TJ,955.0,MLT
solid_biomass,40.0,2012, TJ,44.0,MLT
electricity,2710.0,2012, TJ,2948.0,MUS
oil_products,2128.0,2012, TJ,567.0,MUS
solid_biomass,255.0,2012, TJ,,MUS
electricity,187307.0,2012, TJ,80251.0,MEX
electricity,187307.0,2012, TJ,2563.0,MEX
electricity,3531.0,2012, TJ,80251.0,MEX
electricity,3531.0,2012, TJ,2563.0,MEX
natural_gas,31157.0,2012, TJ,9014.0,MEX
oil_products,275897.0,2012, TJ,63139.0,MEX
solid_biomass,256743.0,2012, TJ,,MEX
Heat,4955.0,2012, TJ,2275.0,MDA
coal,2271.0,2012, TJ,952.0,MDA
electricity,6922.0,2012, TJ,3902.0,MDA
natural_gas,9448.0,2012, TJ,4204.0,MDA
oil_products,2579.0,2012, TJ,138.0,MDA
solid_biomass,23443.0,2012, TJ,315.0,MDA
Heat,15646.0,2012, TJ,10603.0,MNG
coal,14099.0,2012, TJ,144.0,MNG
electricity,3265.0,2012, TJ,,MNG
solid_biomass,1334.0,2012, TJ,,MNG
coal,128.0,2012, TJ,,MNE
electricity,4715.0,2012, TJ,107.0,MNE
electricity,4715.0,2012, TJ,,MNE
oil_products,42.0,2012, TJ,,MNE
solid_biomass,6891.0,2012, TJ,253.0,MNE
electricity,32536.0,2012, TJ,17295.0,MAR
electricity,32536.0,2012, TJ,,MAR
electricity,,2012, TJ,17295.0,MAR
electricity,,2012, TJ,,MAR
oil_products,89084.0,2012, TJ,5316.0,MAR
solid_biomass,26548.0,2012, TJ,27195.0,MAR
electricity,4438.0,2012, TJ,190.0,MOZ
natural_gas,,2012, TJ,,MOZ
oil_products,1019.0,2012, TJ,136.0,MOZ
solid_biomass,176595.0,2012, TJ,4769.0,MOZ
coal,,2012, TJ,,MMR
electricity,13157.0,2012, TJ,5914.0,MMR
natural_gas,,2012, TJ,,MMR
oil_products,47.0,2012, TJ,47.0,MMR
solid_biomass,414250.0,2012, TJ,,MMR
electricity,2905.0,2012, TJ,1756.0,NAM
oil_products,131.0,2012, TJ,8124.0,NAM
solid_biomass,1093.0,2012, TJ,892.0,NAM
coal,0.0,2012, TJ,1431.0,NPL
electricity,5349.0,2012, TJ,1627.0,NPL
electricity,5349.0,2012, TJ,,NPL
electricity,,2012, TJ,1627.0,NPL
electricity,,2012, TJ,,NPL
oil_products,5551.0,2012, TJ,4868.0,NPL
solid_biomass,298891.0,2012, TJ,18426.0,NPL
coal,450.0,2012, TJ,1345.0,NZL
electricity,650.0,2012, TJ,2525.0,NZL
electricity,650.0,2012, TJ,33709.0,NZL
electricity,45507.0,2012, TJ,2525.0,NZL
electricity,45507.0,2012, TJ,33709.0,NZL
natural_gas,5648.0,2012, TJ,7081.0,NZL
oil_products,3069.0,2012, TJ,5071.0,NZL
solid_biomass,6738.0,2012, TJ,235.0,NZL
electricity,3549.0,2012, TJ,3517.0,NIC
oil_products,1641.0,2012, TJ,4877.0,NIC
solid_biomass,39331.0,2012, TJ,1626.0,NIC
coal,11.0,2012, TJ,,NER
electricity,1818.0,2012, TJ,277.0,NER
oil_products,1506.0,2012, TJ,,NER
solid_biomass,62093.0,2012, TJ,,NER
electricity,52376.0,2012, TJ,23857.0,NGA
natural_gas,0.0,2012, TJ,,NGA
oil_products,21882.0,2012, TJ,43.0,NGA
solid_biomass,691542.0,2012, TJ,125189.0,NGA
Heat,1430.0,2012, TJ,614.0,MKD
coal,65.0,2012, TJ,65.0,MKD
electricity,11746.0,2012, TJ,87.0,MKD
electricity,11746.0,2012, TJ,5338.0,MKD
electricity,,2012, TJ,87.0,MKD
electricity,,2012, TJ,5338.0,MKD
natural_gas,,2012, TJ,90.0,MKD
oil_products,1194.0,2012, TJ,3154.0,MKD
solid_biomass,8966.0,2012, TJ,220.0,MKD
Heat,3420.0,2012, TJ,9511.0,NOR
coal,,2012, TJ,,NOR
electricity,137688.0,2012, TJ,94183.0,NOR
natural_gas,148.0,2012, TJ,1194.0,NOR
oil_products,6468.0,2012, TJ,10558.0,NOR
solid_biomass,27739.0,2012, TJ,1586.0,NOR
electricity,36140.0,2012, TJ,25973.0,OMN
natural_gas,,2012, TJ,162912.0,OMN
oil_products,5439.0,2012, TJ,,OMN
coal,,2012, TJ,,PAK
electricity,130017.0,2012, TJ,38383.0,PAK
natural_gas,271753.0,2012, TJ,37878.0,PAK
oil_products,14511.0,2012, TJ,15161.0,PAK
solid_biomass,1156249.0,2012, TJ,,PAK
electricity,8092.0,2012, TJ,14619.0,PAN
oil_products,5061.0,2012, TJ,1839.0,PAN
solid_biomass,7175.0,2012, TJ,30.0,PAN
electricity,12819.0,2012, TJ,10277.0,PRY
oil_products,3300.0,2012, TJ,,PRY
solid_biomass,39385.0,2012, TJ,151.0,PRY
coal,,2012, TJ,,PER
electricity,80.0,2012, TJ,26100.0,PER
electricity,80.0,2012, TJ,204.0,PER
electricity,31165.0,2012, TJ,26100.0,PER
electricity,31165.0,2012, TJ,204.0,PER
natural_gas,749.0,2012, TJ,3834.0,PER
oil_products,29799.0,2012, TJ,8208.0,PER
solid_biomass,96280.0,2012, TJ,4447.0,PER
electricity,70902.0,2012, TJ,63997.0,PHL
oil_products,37710.0,2012, TJ,40489.0,PHL
solid_biomass,233498.0,2012, TJ,14043.0,PHL
Heat,179999.0,2012, TJ,43182.0,POL
coal,300920.0,2012, TJ,34126.0,POL
electricity,965.0,2012, TJ,315.0,POL
electricity,965.0,2012, TJ,159760.0,POL
electricity,101944.0,2012, TJ,315.0,POL
electricity,101944.0,2012, TJ,159760.0,POL
natural_gas,141397.0,2012, TJ,80887.0,POL
oil_products,26706.0,2012, TJ,22152.0,POL
solid_biomass,116850.0,2012, TJ,9150.0,POL
Heat,45.0,2012, TJ,1028.0,PRT
coal,,2012, TJ,,PRT
electricity,1691.0,2012, TJ,1192.0,PRT
electricity,1691.0,2012, TJ,57625.0,PRT
electricity,46432.0,2012, TJ,1192.0,PRT
electricity,46432.0,2012, TJ,57625.0,PRT
natural_gas,10793.0,2012, TJ,9121.0,PRT
oil_products,22273.0,2012, TJ,5996.0,PRT
solid_biomass,31570.0,2012, TJ,2187.0,PRT
electricity,33202.0,2012, TJ,15026.0,QAT
oil_products,5392.0,2012, TJ,,QAT
solid_biomass,188.0,2012, TJ,,QAT
Heat,40175.0,2012, TJ,9808.0,ROU
coal,1165.0,2012, TJ,17.0,ROU
electricity,491.0,2012, TJ,379.0,ROU
electricity,491.0,2012, TJ,28429.0,ROU
electricity,43325.0,2012, TJ,379.0,ROU
electricity,43325.0,2012, TJ,28429.0,ROU
natural_gas,106497.0,2012, TJ,31987.0,ROU
